IdZonaNC;NombreDepartamento;NombreMunicipio;Anio;Mes;EnergiaActiva;EnergiaReactiva;DiaDemandaMaxima;PotenciaMaxima;FechaDemandaMaxima;PromedioDiarioHoras
3;amazonas;leticia;2024;enero;4059520.0;1044020.0;1;758108.0;1/03/2024;24.0
82;amazonas;leticia;2023;enero;3696990.0;1065330.0;27;713296.0;27/01/2023;24.0
83;amazonas;el encanto;2023;enero;112349.0;39609.0;24;22898.0;24/01/2023;23.59
126;amazonas;leticia;2022;enero;3835280.0;1145150.0;19;71715.0;19/01/2022;24.0
127;amazonas;el encanto;2022;enero;104004.0;37309.0;1;22722.0;1/05/2022;23.55
171;amazonas;leticia;2021;enero;3537400.0;1119180.0;18;666981.0;18/01/2021;24.0
172;amazonas;el encanto;2021;enero;101522.0;36398.0;28;20117.0;28/01/2021;24.0
211;amazonas;leticia;2020;enero;3930640.0;1251190.0;27;776876.0;27/01/2020;24.0
212;amazonas;el encanto;2020;enero;103897.0;36304.0;22;22704.0;22/01/2020;24.0
256;amazonas;leticia;2024;febrero;3993530.0;1008300.0;23;850711.0;23/02/2024;24.0
321;amazonas;leticia;2023;febrero;3393310.0;960122.0;14;710301.0;14/02/2023;24.0
322;amazonas;el encanto;2023;febrero;104321.0;36516.0;18;22264.0;18/02/2023;24.0
363;amazonas;leticia;2022;febrero;3397360.0;1010460.0;2;728815.0;2/01/2022;24.0
364;amazonas;el encanto;2022;febrero;97153.0;34791.0;2;21349.0;2/10/2022;24.0
414;amazonas;leticia;2021;febrero;3172480.0;978658.0;15;66091.0;15/02/2021;24.0
415;amazonas;el encanto;2021;febrero;91382.0;31667.0;2;20152.0;2/10/2021;23.58
461;amazonas;leticia;2020;febrero;3718230.0;1157330.0;2;734736.0;2/05/2020;24.0
462;amazonas;el encanto;2020;febrero;99758.0;35858.0;2;22141.0;2/04/2020;23.58
507;amazonas;leticia;2024;marzo;4194510.0;1068040.0;22;821606.0;22/03/2024;24.0
541;amazonas;leticia;2023;marzo;3917990.0;1104050.0;21;773483.0;21/03/2023;24.0
542;amazonas;el encanto;2023;marzo;118535.0;41866.0;3;23883.0;3/08/2023;24.0
602;amazonas;leticia;2022;marzo;3724790.0;1103080.0;18;732214.0;18/03/2022;23.57
603;amazonas;el encanto;2022;marzo;117539.0;39742.0;15;23901.0;15/03/2022;24.0
654;amazonas;leticia;2021;marzo;3461140.0;1073550.0;3;628187.0;3/08/2021;24.0
655;amazonas;el encanto;2021;marzo;10325.0;36336.0;30;19958.0;30/03/2021;24.0
701;amazonas;leticia;2020;marzo;3839110.0;1211480.0;3;765286.0;3/12/2020;24.0
702;amazonas;el encanto;2020;marzo;106517.0;37768.0;3;22229.0;3/12/2020;24.0
745;amazonas;leticia;2024;abril;4147370.0;1038610.0;22;825875.0;22/04/2024;24.0
772;amazonas;leticia;2023;abril;3757600.0;1047260.0;19;768068.0;19/04/2023;24.0
773;amazonas;el encanto;2023;abril;115634.0;4117.0;18;23461.0;18/04/2023;24.0
822;amazonas;leticia;2022;abril;3582340.0;1063200.0;27;721066.0;27/04/2022;24.0
823;amazonas;el encanto;2022;abril;111006.0;38389.0;4;24059.0;4/05/2022;23.9
871;amazonas;leticia;2021;abril;3367000.0;1036990.0;4;668489.0;4/08/2021;24.0
872;amazonas;el encanto;2021;abril;103983.0;3671.0;4;21613.0;4/12/2021;24.0
916;amazonas;leticia;2020;abril;3205010.0;1024790.0;21;600086.0;21/04/2020;24.0
917;amazonas;el encanto;2020;abril;93654.0;32823.0;4;19906.0;4/03/2020;23.57
959;amazonas;el encanto;2024;mayo;132215.0;41907.0;23;2864.0;23/05/2024;24.0
999;amazonas;leticia;2023;mayo;3904030.0;1064920.0;19;756736.0;19/05/2023;23.57
1000;amazonas;el encanto;2023;mayo;123168.0;42058.0;18;24851.0;18/05/2023;24.0
1056;amazonas;leticia;2022;mayo;3723710.0;1110520.0;5;71468.0;5/11/2022;24.0
1057;amazonas;el encanto;2022;mayo;110906.0;39659.0;5;2244.0;5/11/2022;24.0
1101;amazonas;leticia;2021;mayo;3349570.0;1068520.0;21;664257.0;21/05/2021;24.0
1102;amazonas;el encanto;2021;mayo;104516.0;36339.0;5;21032.0;5/05/2021;24.0
1144;amazonas;leticia;2020;mayo;3146240.0;1005560.0;5;582955.0;5/11/2020;8.52
1145;amazonas;el encanto;2020;mayo;87291.0;29943.0;5;1973.0;5/11/2020;24.0
1175;amazonas;leticia;2024;junio;3994100.0;0.0;20;0.0;20/06/2024;24.0
1176;amazonas;el encanto;2024;junio;127838.0;40378.0;6;256.0;6/05/2024;24.0
1234;amazonas;leticia;2023;junio;3582940.0;970871.0;22;738999.0;22/06/2023;23.58
1235;amazonas;el encanto;2023;junio;112131.0;39279.0;22;23584.0;22/06/2023;23.44
1279;amazonas;leticia;2022;junio;3575770.0;1065570.0;23;72336.0;23/06/2022;24.0
1280;amazonas;el encanto;2022;junio;104812.0;36619.0;30;2242.0;30/06/2022;23.95
1317;amazonas;leticia;2021;junio;3289470.0;1020490.0;6;680293.0;6/10/2021;24.0
1318;amazonas;el encanto;2021;junio;100352.0;34091.0;6;22106.0;6/03/2021;23.57
1349;amazonas;leticia;2020;junio;3235370.0;1055420.0;24;603004.0;24/06/2020;24.0
1350;amazonas;el encanto;2020;junio;78493.0;29097.0;23;17776.0;23/06/2020;24.0
1384;amazonas;leticia;2024;julio;4175450.0;1065330.0;25;782349.0;25/07/2024;24.0
1385;amazonas;el encanto;2024;julio;132554.0;42294.0;24;2704.0;24/07/2024;24.0
1422;amazonas;leticia;2023;julio;4084360.0;1117120.0;27;788098.0;27/07/2023;24.0
1478;amazonas;leticia;2022;julio;3872010.0;1154630.0;7;705986.0;7/01/2022;24.0
1479;amazonas;el encanto;2022;julio;113898.0;4078160.0;7;23373.0;7/12/2022;23.97
1504;amazonas;leticia;2021;julio;3468350.0;1081770.0;23;699584.0;23/07/2021;24.0
1505;amazonas;el encanto;2021;julio;101229.0;35227.0;7;21648.0;7/09/2021;24.0
1558;amazonas;leticia;2020;julio;3502610.0;1148900.0;21;627219.0;21/07/2020;24.0
1559;amazonas;el encanto;2020;julio;92361.0;34983.0;7;19008.0;7/06/2020;23.56
1614;amazonas;leticia;2023;agosto;4231570.0;1147310.0;22;83409.0;22/08/2023;24.0
1654;amazonas;leticia;2022;agosto;3848330.0;1141530.0;25;731336.0;25/08/2022;24.0
1655;amazonas;el encanto;2022;agosto;115084.0;4159.0;17;23971.0;17/08/2022;24.0
1699;amazonas;leticia;2021;agosto;3849570.0;1187350.0;25;794633.0;25/08/2021;24.0
1700;amazonas;el encanto;2021;agosto;110682.0;39445.0;24;23778.0;24/08/2021;24.0
1752;amazonas;leticia;2020;agosto;3540190.0;1160520.0;20;717697.0;20/08/2020;24.0
1753;amazonas;el encanto;2020;agosto;9869.0;38477.0;8;20574.0;8/02/2020;23.49
1786;amazonas;leticia;2024;agosto;4283900.0;1090190.0;23;843124.0;23/08/2024;24.0
1811;amazonas;el encanto;2024;agosto;138406.0;44141.0;21;2832.0;21/08/2024;24.0
1854;amazonas;leticia;2023;septiembre;4243040.0;1148150.0;9;859246.0;9/07/2023;24.0
1918;amazonas;leticia;2022;septiembre;4131470.0;1207190.0;29;847067.0;29/09/2022;24.0
1919;amazonas;el encanto;2022;septiembre;119999.0;42831.0;28;25538.0;28/09/2022;24.0
1929;amazonas;leticia;2021;septiembre;3758110.0;1158830.0;20;734851.0;20/09/2021;24.0
1930;amazonas;el encanto;2021;septiembre;109597.0;38862.0;9;23197.0;9/04/2021;24.0
1984;amazonas;leticia;2020;septiembre;3731820.0;1199410.0;14;734907.0;14/09/2020;24.0
1985;amazonas;el encanto;2020;septiembre;100247.0;38233.0;17;2112.0;17/09/2020;23.59
2052;amazonas;el encanto;2024;septiembre;140156.0;45616.0;19;2944.0;19/09/2024;24.0
2078;amazonas;leticia;2024;septiembre;4468740.0;1128510.0;20;873574.0;20/09/2024;24.0
2117;amazonas;leticia;2023;octubre;4511290.0;1194840.0;10;868261.0;10/03/2023;24.0
2142;amazonas;leticia;2022;octubre;4105060.0;1202230.0;10;79788.0;10/06/2022;24.0
2143;amazonas;el encanto;2022;octubre;123286.0;4464.0;10;24922.0;10/06/2022;24.0
2175;amazonas;leticia;2021;octubre;3944820.0;1212680.0;15;789422.0;15/10/2021;23.59
2176;amazonas;el encanto;2021;octubre;110001.0;40089.0;10;22581.0;10/07/2021;24.0
2227;amazonas;el encanto;2020;octubre;100853.0;37789.0;29;21314.0;29/10/2020;23.59
2260;amazonas;el encanto;2024;octubre;143343.0;47284.0;17;296.0;17/10/2024;24.0
2317;amazonas;leticia;2024;octubre;4604700.0;1149120.0;10;883917.0;10/03/2024;23.91
2358;amazonas;leticia;2023;noviembre;4207400.0;1099720.0;17;828653.0;17/11/2023;24.0
2385;amazonas;leticia;2022;noviembre;3928110.0;1131710.0;11;796375.0;11/10/2022;23.56
2386;amazonas;el encanto;2022;noviembre;115494.0;4116.0;11;24253.0;11/08/2022;24.0
2418;amazonas;leticia;2021;noviembre;3823220.0;1160410.0;11;75314.0;11/03/2021;24.0
2419;amazonas;el encanto;2021;noviembre;109712.0;38533.0;26;22827.0;26/11/2021;23.58
2470;amazonas;el encanto;2020;noviembre;97464.0;36366.0;11;21894.0;11/04/2020;23.56
2541;amazonas;el encanto;2024;noviembre;132076.0;42989.0;19;2816.0;19/11/2024;24.0
2563;amazonas;leticia;2024;noviembre;4221650.0;1045140.0;11;861086.0;11/01/2024;24.0
2607;amazonas;leticia;2023;diciembre;4078620.0;1067410.0;20;828179.0;20/12/2023;24.0
2645;amazonas;leticia;2022;diciembre;4029900.0;1169690.0;12;798582.0;12/01/2022;24.0
2646;amazonas;el encanto;2022;diciembre;116663.0;4082.0;12;23848.0;12/01/2022;24.0
2675;amazonas;leticia;2021;diciembre;3879570.0;1172570.0;13;742824.0;13/12/2021;24.0
2676;amazonas;el encanto;2021;diciembre;114582.0;39961.0;27;22141.0;27/12/2021;24.0
2707;amazonas;leticia;2020;diciembre;3737620.0;1187570.0;12;708312.0;12/02/2020;24.0
2729;amazonas;el encanto;2020;diciembre;103055.0;3763.0;31;21085.0;31/12/2020;23.58
2794;amazonas;el encanto;2024;diciembre;13056.0;43031.0;12;2704.0;12/02/2024;23.87
2817;amazonas;leticia;2024;diciembre;4161680.0;1019030.0;12;828571.0;12/02/2024;24.0
11;antioquia;arboletes;2024;enero;5137.0;2908.0;28;2601.0;28/01/2024;8.53
12;antioquia;arboletes;2024;enero;607.0;2216.0;28;2856.0;28/01/2024;8.16
84;antioquia;arboletes;2023;enero;5368.0;870.0;16;4122.0;16/01/2023;6.36
128;antioquia;arboletes;2022;enero;3438.0;423.0;1;3971.0;1/03/2022;4.23
173;antioquia;arboletes;2021;enero;3729.0;1427.0;30;3181.0;30/01/2021;4.38
213;antioquia;arboletes;2020;enero;5617.0;1381.0;23;5366.0;23/01/2020;4.13
214;antioquia;arboletes;2020;enero;2217.0;539.0;29;3907.0;29/01/2020;3.17
215;antioquia;arboletes;2020;enero;64137.0;28058.0;23;32419.0;23/01/2020;8.11
257;antioquia;arboletes;2024;febrero;5127.0;2848.0;25;2579.0;25/02/2024;8.4
258;antioquia;arboletes;2024;febrero;5958.0;2113.0;24;2812.0;24/02/2024;8.39
323;antioquia;arboletes;2023;febrero;4704.0;821.0;13;504.0;13/02/2023;6.3
365;antioquia;arboletes;2022;febrero;2753.0;272.0;26;4662.0;26/02/2022;4.01
416;antioquia;arboletes;2021;febrero;4452.0;1663.0;26;3434.0;26/02/2021;5.42
417;antioquia;arboletes;2021;febrero;4809.0;578.0;2;4448.0;2/10/2021;6.57
418;antioquia;arboletes;2021;febrero;10319.0;41456.0;2;29885.0;2/08/2021;14.14
463;antioquia;arboletes;2020;febrero;5609.0;1448.0;28;5293.0;28/02/2020;4.37
464;antioquia;arboletes;2020;febrero;5178.0;717.0;2;4314.0;2/07/2020;5.4
465;antioquia;arboletes;2020;febrero;9376.0;39361.0;28;32349.0;28/02/2020;11.49
508;antioquia;arboletes;2024;marzo;6269.0;3543.0;3;2437.0;3/06/2024;10.32
509;antioquia;arboletes;2024;marzo;6558.0;2407.0;16;2886.0;16/03/2024;9.08
543;antioquia;arboletes;2023;marzo;5317.0;1026.0;27;4115.0;27/03/2023;6.35
604;antioquia;arboletes;2022;marzo;3508.0;379.0;3;5597.0;3/09/2022;4.39
656;antioquia;arboletes;2021;marzo;5629.0;1973.0;14;3744.0;14/03/2021;6.1
657;antioquia;arboletes;2021;marzo;5046.0;561.0;3;409.0;3/10/2021;7.0
658;antioquia;arboletes;2021;marzo;102734.0;44446.0;26;31082.0;26/03/2021;12.36
703;antioquia;arboletes;2020;marzo;609.0;1714.0;3;824.0;3/12/2020;4.57
704;antioquia;arboletes;2020;marzo;4553.0;629.0;3;6134.0;3/05/2020;5.07
705;antioquia;arboletes;2020;marzo;58679.0;20082.0;3;32701.0;3/05/2020;7.08
774;antioquia;arboletes;2023;abril;4117.0;807.0;22;527.0;22/04/2023;508.0
824;antioquia;arboletes;2022;abril;1236.0;191.0;21;4707.0;21/04/2022;1.4
873;antioquia;arboletes;2021;abril;332.0;161.0;24;3549.0;24/04/2021;4.39
874;antioquia;arboletes;2021;abril;93016.0;38286.0;4;31398.0;4/07/2021;11.43
918;antioquia;arboletes;2020;abril;5709.0;1776.0;4;4394.0;4/11/2020;5.29
919;antioquia;arboletes;2020;abril;4612.0;588.0;4;4509.0;4/07/2020;4.58
920;antioquia;arboletes;2020;abril;83515.0;30671.0;17;30554.0;17/04/2020;11.18
960;antioquia;arboletes;2024;mayo;2686.0;111.0;21;2746.0;21/05/2024;4.19
1001;antioquia;arboletes;2023;mayo;4558.0;847.0;16;6307.0;16/05/2023;4.32
1058;antioquia;arboletes;2022;mayo;3577.0;478.0;5;3421.0;5/01/2022;6.12
1103;antioquia;arboletes;2021;mayo;3997.0;294.0;19;3517.0;19/05/2021;5.18
1104;antioquia;arboletes;2021;mayo;84101.0;36704.0;30;31328.0;30/05/2021;9.49
1146;antioquia;arboletes;2020;mayo;629.0;846.0;5;5523.0;5/04/2020;6.27
1147;antioquia;arboletes;2020;mayo;89878.0;32959.0;18;30413.0;18/05/2020;11.34
1236;antioquia;arboletes;2023;junio;4562.0;657.0;15;439.0;15/06/2023;6.15
1281;antioquia;arboletes;2022;junio;4622.0;545.0;21;416.0;21/06/2022;6.45
1319;antioquia;arboletes;2021;junio;4629.0;305.0;18;4221.0;18/06/2021;6.33
1320;antioquia;arboletes;2021;junio;114198.0;50553.0;6;32032.0;6/06/2021;14.0
1351;antioquia;arboletes;2020;junio;5923.0;722.0;18;465.0;18/06/2020;12.28
1423;antioquia;arboletes;2023;julio;4947.0;471.0;20;3206.0;20/07/2023;6.39
1506;antioquia;arboletes;2021;julio;5563.0;339.0;7;4195.0;7/07/2021;8.15
1507;antioquia;arboletes;2021;julio;107662.0;47536.0;7;31222.0;7/07/2021;12.59
1560;antioquia;arboletes;2020;julio;4317.0;1607.0;7;3373.0;7/04/2020;5.3
1561;antioquia;arboletes;2020;julio;5657.0;707.0;7;4208.0;7/05/2020;6.25
1562;antioquia;arboletes;2020;julio;98335.0;35002.0;16;27702.0;16/07/2020;13.34
1613;antioquia;arboletes;2023;agosto;5313.0;735.0;8;5462.0;8/12/2023;5.59
1656;antioquia;arboletes;2022;agosto;4157.0;577.0;13;4179.0;13/08/2022;5.47
1701;antioquia;arboletes;2021;agosto;5399.0;2044.0;21;3699.0;21/08/2021;6.02
1702;antioquia;arboletes;2021;agosto;147.0;106.0;8;4077.0;8/02/2021;1.57
1703;antioquia;arboletes;2021;agosto;86883.0;378.0;28;32067.0;28/08/2021;10.16
1754;antioquia;arboletes;2020;agosto;3999.0;1456.0;13;3251.0;13/08/2020;4.54
1755;antioquia;arboletes;2020;agosto;2993.0;503.0;31;3942.0;31/08/2020;4.44
1756;antioquia;arboletes;2020;agosto;92842.0;23194.0;8;27738.0;8/04/2020;12.39
1855;antioquia;arboletes;2023;septiembre;5685.0;837.0;9;5626.0;9/07/2023;6.18
1894;antioquia;arboletes;2022;septiembre;4104.0;614.0;9;4272.0;9/10/2022;6.11
1931;antioquia;arboletes;2021;septiembre;452.0;1671.0;21;385.0;21/09/2021;5.8
1932;antioquia;arboletes;2021;septiembre;4371.0;511.0;16;3837.0;16/09/2021;6.51
1933;antioquia;arboletes;2021;septiembre;95811.0;39504.0;9;32877.0;9/06/2021;11.26
1986;antioquia;arboletes;2020;septiembre;3516.0;1303.0;9;3091.0;9/07/2020;4.36
1987;antioquia;arboletes;2020;septiembre;5574.0;814.0;9;4042.0;9/01/2020;7.27
1988;antioquia;arboletes;2020;septiembre;97855.0;23445.0;9;27034.0;9/07/2020;13.44
2144;antioquia;arboletes;2022;octubre;4933.0;700.0;10;321.0;10/12/2022;6.46
2177;antioquia;arboletes;2021;octubre;5006.0;500.0;23;3702.0;23/10/2021;7.0
2178;antioquia;arboletes;2021;octubre;64864.0;24729.0;28;33053.0;28/10/2021;7.31
2228;antioquia;arboletes;2020;octubre;3822.0;1412.0;10;3296.0;10/06/2020;4.44
2229;antioquia;arboletes;2020;octubre;5788.0;746.0;30;3501.0;30/10/2020;7.7
2230;antioquia;arboletes;2020;octubre;81968.0;20015.0;26;28829.0;26/10/2020;10.46
2294;antioquia;arboletes;2024;octubre;5792.0;2428.0;10;2255.0;10/03/2024;11.4
2295;antioquia;arboletes;2024;octubre;7563.0;3492.0;10;2764.0;10/07/2024;12.02
2326;antioquia;arboletes;2023;noviembre;4113.0;1393.0;27;2783.0;27/11/2023;19.33
2327;antioquia;arboletes;2023;noviembre;3347.0;853.0;28;696.0;28/11/2023;3.35
2420;antioquia;arboletes;2021;noviembre;3965.0;495.0;23;3632.0;23/11/2021;5.44
2421;antioquia;arboletes;2021;noviembre;65658.0;25385.0;11;33088.0;11/09/2021;7.53
2471;antioquia;arboletes;2020;noviembre;3412.0;137.0;14;3142.0;14/11/2020;4.42
2472;antioquia;arboletes;2020;noviembre;5709.0;789.0;24;4675.0;24/11/2020;7.43
2473;antioquia;arboletes;2020;noviembre;107921.0;3816.0;14;29462.0;14/11/2020;13.51
2542;antioquia;arboletes;2024;noviembre;5699.0;2378.0;19;2141.0;19/11/2024;12.19
2543;antioquia;arboletes;2024;noviembre;8122.0;3565.0;16;3165.0;16/11/2024;13.77
2572;antioquia;arboletes;2023;diciembre;8082.0;4939.0;24;2491.0;24/12/2023;21.52
2573;antioquia;arboletes;2023;diciembre;10159.0;3759.0;24;3425.0;24/12/2023;23.59
2677;antioquia;arboletes;2021;diciembre;3721.0;429.0;23;5114.0;23/12/2021;5.05
2730;antioquia;arboletes;2020;diciembre;4556.0;173.0;31;3475.0;31/12/2020;5.34
2731;antioquia;arboletes;2020;diciembre;5286.0;547.0;12;4694.0;12/09/2020;6.47
2732;antioquia;arboletes;2020;diciembre;105787.0;39101.0;29;29638.0;29/12/2020;13.1
2795;antioquia;arboletes;2024;diciembre;6644.0;2789.0;31;2612.0;31/12/2024;13.65
2796;antioquia;arboletes;2024;diciembre;8494.0;3657.0;25;2536.0;25/12/2024;14.23
743;bolívar;armenia;2022;abril;6932.0;2677.0;30;2186.0;30/04/2022;14.83
744;bolívar;armenia;2022;abril;13261.0;4326.0;4;3962.0;4/11/2022;14.3
985;bolívar;armenia;2022;mayo;7082.0;2825.0;17;2234.0;17/05/2022;14.62
986;bolívar;armenia;2022;mayo;13696.0;4346.0;5;3878.0;5/10/2022;14.18
1210;bolívar;armenia;2022;junio;52039.0;24778.0;23;1793.0;23/06/2022;12.68
1211;bolívar;armenia;2022;junio;6662.0;2473.0;23;237.0;23/06/2022;13.98
1212;bolívar;armenia;2022;junio;12585.0;3947.0;29;384.0;29/06/2022;13.73
1481;bolívar;armenia;2022;julio;5592.0;2645200.0;7;2002.0;7/03/2022;12.87
1482;bolívar;armenia;2022;julio;7101.0;276342.0;7;2285.0;7/09/2022;14.75
1483;bolívar;armenia;2022;julio;1409.0;448302.0;17;4042.0;17/07/2022;14.35
38;caquetá;betania;2024;enero;0.0;0.0;1;0.0;1/01/2024;0.0
39;caquetá;betania;2024;enero;12.0;5.0;30;2092.0;30/01/2024;1.0
40;caquetá;betania;2024;enero;11458.0;4545.0;17;6997.0;17/01/2024;6.26
41;caquetá;betulia;2023;enero;16274.0;6186.0;30;9935.0;30/01/2023;7.02
42;caquetá;betulia;2023;enero;3572.0;1792.0;24;3908.0;24/01/2023;3.52
43;caquetá;betania;2023;enero;15622.0;6107.0;28;4135.0;28/01/2023;18.56
44;caquetá;betania;2023;enero;5548.0;2721.0;1;4318.0;1/07/2023;5.29
45;caquetá;betania;2023;enero;6443.0;2704.0;1;5144.0;1/06/2023;6.27
46;caquetá;betulia;2022;enero;16339.0;8129.0;15;8929.0;15/01/2022;7.53
47;caquetá;betulia;2022;enero;3669.0;1701.0;30;3992.0;30/01/2022;3.56
48;caquetá;betania;2022;enero;15105.0;6256.0;1;4231.0;1/02/2022;18.21
49;caquetá;betania;2022;enero;622.0;2452.0;29;5124.0;29/01/2022;5.38
50;caquetá;betulia;2021;enero;17.0;8236.0;30;8497.0;30/01/2021;8.35
51;caquetá;betania;2021;enero;11816.0;5099.0;1;4258.0;1/02/2021;17.08
52;caquetá;betania;2021;enero;6489.0;3797.0;30;3675.0;30/01/2021;7.21
53;caquetá;betania;2021;enero;528.0;2076.0;30;4088.0;30/01/2021;5.31
54;caquetá;betulia;2020;enero;15966.0;7544.0;25;8713.0;25/01/2020;8.06
55;caquetá;betania;2020;enero;12554.0;6147.0;1;3926.0;1/03/2020;18.26
281;caquetá;betania;2024;febrero;6837.0;2806.0;23;3307.0;23/02/2024;11.09
282;caquetá;betania;2024;febrero;13116.0;5162.0;23;8621.0;23/02/2024;7.27
283;caquetá;betulia;2023;febrero;18931.0;7358.0;2;9627.0;2/04/2023;9.05
284;caquetá;betulia;2023;febrero;3129.0;1511.0;2;4052.0;2/04/2023;3.31
285;caquetá;betania;2023;febrero;14153.0;5633.0;2;4615.0;2/12/2023;17.41
286;caquetá;betania;2023;febrero;4482.0;2181.0;2;4454.0;2/12/2023;4.41
287;caquetá;betania;2023;febrero;5518.0;2299.0;15;4908.0;15/02/2023;5.45
288;caquetá;betulia;2022;febrero;16018.0;7882.0;19;8788.0;19/02/2022;8.48
289;caquetá;betulia;2022;febrero;3067.0;1392.0;22;4044.0;22/02/2022;3.31
290;caquetá;betania;2022;febrero;13566.0;5492.0;13;4812.0;13/02/2022;17.5
291;caquetá;betania;2022;febrero;518.0;2007.0;14;4804.0;14/02/2022;5.13
292;caquetá;betulia;2021;febrero;14088.0;6697.0;2;8605.0;2/06/2021;8.08
293;caquetá;betania;2021;febrero;11614.0;4992.0;27;3938.0;27/02/2021;17.57
294;caquetá;betania;2021;febrero;5869.0;3247.0;21;38.0;21/02/2021;7.13
295;caquetá;betania;2021;febrero;4956.0;1989.0;13;4512.0;13/02/2021;5.35
296;caquetá;betulia;2020;febrero;15525.0;7062.0;2;9037.0;2/01/2020;8.1
297;caquetá;betania;2020;febrero;12257.0;5917.0;15;4015.0;15/02/2020;18.1
298;caquetá;betania;2020;febrero;1604.0;633.0;21;4072.0;21/02/2020;1.49
526;caquetá;betania;2024;marzo;12113.0;5015.0;23;3214.0;23/03/2024;17.53
527;caquetá;betania;2024;marzo;1224.0;4716.0;21;7709.0;21/03/2024;6.38
528;caquetá;betulia;2023;marzo;18036.0;6919.0;23;927.0;23/03/2023;8.03
529;caquetá;betania;2023;marzo;14812.0;5782.0;24;4046.0;24/03/2023;17.19
530;caquetá;betania;2023;marzo;5372.0;2251.0;25;474.0;25/03/2023;5.21
531;caquetá;betulia;2022;marzo;16473.0;7912.0;3;8497.0;3/05/2022;8.9
532;caquetá;betulia;2022;marzo;3423.0;1576.0;26;3804.0;26/03/2022;3.37
533;caquetá;betania;2022;marzo;15279.0;6406.0;24;4339.0;24/03/2022;17.37
534;caquetá;betania;2022;marzo;5381.0;2106.0;3;474.0;3/08/2022;5.6
535;caquetá;betulia;2021;marzo;15434.0;7378.0;20;8039.0;20/03/2021;8.11
536;caquetá;betania;2021;marzo;12504.0;5002.0;20;3874.0;20/03/2021;18.22
537;caquetá;betania;2021;marzo;6425.0;3436.0;3;3742.0;3/07/2021;7.7
538;caquetá;betania;2021;marzo;5384.0;2143.0;27;4424.0;27/03/2021;5.2
539;caquetá;betulia;2020;marzo;14852.0;6836.0;22;9162.0;22/03/2020;7.12
540;caquetá;betania;2020;marzo;1244.0;5686.0;14;4039.0;14/03/2020;18.07
759;caquetá;betania;2024;abril;12404.0;51.0;14;353.0;14/04/2024;18.33
760;caquetá;betulia;2023;abril;18351.0;6956.0;15;10176.0;15/04/2023;8.16
761;caquetá;betania;2023;abril;13734.0;5352.0;4;3996.0;4/11/2023;18.03
762;caquetá;betania;2023;abril;5177.0;2164.0;15;45.0;15/04/2023;5.46
763;caquetá;betania;2022;abril;1424.0;4925.0;21;3982.0;21/04/2022;17.67
764;caquetá;betania;2022;abril;5614.0;2585.0;4;5163.0;4/11/2022;6.1
765;caquetá;betulia;2021;abril;15248.0;7141.0;17;8297.0;17/04/2021;8.13
766;caquetá;betania;2021;abril;11863.0;5017.0;30;4106.0;30/04/2021;17.32
767;caquetá;betania;2021;abril;5789.0;3019.0;24;368.0;24/04/2021;6.54
768;caquetá;betania;2021;abril;5149.0;2022.0;24;4552.0;24/04/2021;5.26
769;caquetá;betulia;2020;abril;12198.0;5968.0;4;7782.0;4/04/2020;6.42
770;caquetá;betania;2020;abril;10927.0;455.0;25;3641.0;25/04/2020;17.09
771;caquetá;betania;2020;abril;3885.0;1597.0;4;3756.0;4/12/2020;4.25
987;caquetá;betania;2024;mayo;8538.0;3679.0;13;3437.0;13/05/2024;12.26
988;caquetá;betulia;2023;mayo;1693.0;6578.0;28;932.0;28/05/2023;7.46
989;caquetá;betania;2023;mayo;9101.0;3425.0;19;3821.0;19/05/2023;11.42
990;caquetá;betania;2023;mayo;975.0;407.0;5;3624.0;5/01/2023;1.11
991;caquetá;betania;2022;mayo;1255.0;3979.0;21;4123.0;21/05/2022;15.43
992;caquetá;betania;2022;mayo;6389.0;305.0;16;3744.0;16/05/2022;7.12
993;caquetá;betulia;2021;mayo;11337.0;4771.0;22;8779.0;22/05/2021;5.18
994;caquetá;betania;2021;mayo;917.0;3448.0;30;3761.0;30/05/2021;16.22
995;caquetá;betania;2021;mayo;5112.0;2627.0;5;3656.0;5/03/2021;5.51
996;caquetá;betania;2021;mayo;4216.0;1582.0;27;4308.0;27/05/2021;4.0
997;caquetá;betulia;2020;mayo;14773.0;7473.0;14;7474.0;14/05/2020;8.21
998;caquetá;betania;2020;mayo;4388.0;1763.0;23;412.0;23/05/2020;4.56
1213;caquetá;betania;2024;junio;877.0;3282.0;29;3235.0;29/06/2024;14.56
1214;caquetá;betulia;2023;junio;13008.0;5838.0;6;912.0;6/10/2023;6.3
1215;caquetá;betania;2023;junio;608.0;2469.0;30;3686.0;30/06/2023;10.01
1216;caquetá;betania;2023;junio;1092.0;467.0;6;314.0;6/03/2023;1.41
1217;caquetá;betania;2022;junio;13567.0;4441.0;27;418.0;27/06/2022;18.15
1218;caquetá;betania;2022;junio;5878.0;2779.0;6;379.0;6/05/2022;6.63
1219;caquetá;betulia;2021;junio;14606.0;6595.0;19;7857.0;19/06/2021;8.09
1220;caquetá;betania;2021;junio;1137.0;455.0;6;3346.0;6/03/2021;1.48
1221;caquetá;betania;2021;junio;5187.0;2622.0;6;3573.0;6/07/2021;6.15
1222;caquetá;betania;2021;junio;5144.0;1989.0;6;4436.0;6/05/2021;5.11
1223;caquetá;betulia;2020;junio;13591.0;6778.0;13;7441.0;13/06/2020;3.09
